"","topcorgene","module_color","module_n","module_genes","membership"
"1","Tmem168","grey",0,NA,0.792101900175079
"2","Pyurf","grey",0,NA,0.776284309078453
"3","Fnta","grey",0,NA,0.731300811747607
"4","FLT1_containing","grey",0,NA,0.696415910902439
"5","Anln","grey",0,NA,0.693697275142931
"6","Shroom1","grey",0,NA,0.685068459325742
"7","Pip4k2a","grey",0,NA,0.682963615404743
"8","Exd2","grey",0,NA,0.680560799142996
"9","Dock1","grey",0,NA,0.66371070407094
"10","LOC110599156","grey",0,NA,0.662836122317049
"11","Fam98b","grey",0,NA,0.660571828563184
"12","Pigy","grey",0,NA,0.658317643927545
"13","Fam174a","grey",0,NA,0.651368451783368
"14","LOC101977125","grey",0,NA,0.65038273976769
"15","Sort1","grey",0,NA,0.638300129439241
"16","Znf782","grey",0,NA,0.632515863247594
"17","Recql","grey",0,NA,0.62662153376634
"18","Cryl1","grey",0,NA,0.62508130741724
"19","Slc35a5","grey",0,NA,0.62325589680197
"20","Fam53b","grey",0,NA,0.62232593273346
"21","Cbll1","turquoise",1,2497,0.983941997268638
"22","Amd1","turquoise",1,2497,0.976672721579799
"23","Crkl","turquoise",1,2497,0.967775538579041
"24","Cep350","turquoise",1,2497,0.96679257556007
"25","Rfwd3","turquoise",1,2497,0.966743606445
"26","Ythdc1","turquoise",1,2497,0.962837388564668
"27","DIPK2A_like","turquoise",1,2497,0.960936514550426
"28","Fbxo28","turquoise",1,2497,0.960218367765916
"29","Usp37","turquoise",1,2497,0.95979742871521
"30","Rps6kb1","turquoise",1,2497,0.959730368295557
"31","Fadd","turquoise",1,2497,0.959311635033376
"32","Kdm5a","turquoise",1,2497,0.959184990882131
"33","TACO1_containing","turquoise",1,2497,0.958892104404698
"34","Znf280b","turquoise",1,2497,0.956785850051695
"35","Lig4","turquoise",1,2497,0.956557879651277
"36","Fam136a","turquoise",1,2497,0.955385365576279
"37","Ctdsp2","turquoise",1,2497,0.955094349444093
"38","Nup58","turquoise",1,2497,0.954462092171934
"39","Mex3c","turquoise",1,2497,0.954037000192329
"40","Ak2","turquoise",1,2497,0.953833737193115
"41","Pigt","blue",2,1964,0.949988352542347
"42","Slc25a4","blue",2,1964,0.948568591205127
"43","COX5B_like_gene22048","blue",2,1964,0.946360559036925
"44","Cltb","blue",2,1964,0.942794062896491
"45","Idh3g","blue",2,1964,0.941826620025383
"46","Actb","blue",2,1964,0.941415083789449
"47","Exosc4","blue",2,1964,0.940574701698475
"48","Mapk3","blue",2,1964,0.937479127403177
"49","Capns1","blue",2,1964,0.936459779822536
"50","Pnpla6","blue",2,1964,0.936433860278477
"51","Eif4h","blue",2,1964,0.936399159409035
"52","Rab5c","blue",2,1964,0.93580932253458
"53","Tbc1d20","blue",2,1964,0.933860245266602
"54","Ube2v1","blue",2,1964,0.933428797814039
"55","Plbd2","blue",2,1964,0.931910944608996
"56","Ech1","blue",2,1964,0.931815238471587
"57","Fastk","blue",2,1964,0.929487767866824
"58","G31494","blue",2,1964,0.929131255920382
"59","Lamtor1","blue",2,1964,0.928455313043483
"60","Ubc","blue",2,1964,0.926404917794167
"61","Slc35b1","brown",3,1065,0.963905510327795
"62","Anxa7","brown",3,1065,0.948620392667269
"63","Cd63","brown",3,1065,0.942907088939594
"64","Stard7","brown",3,1065,0.939788434327621
"65","Abhd2","brown",3,1065,0.939656051516343
"66","Ykt6","brown",3,1065,0.934866721895017
"67","Psma7","brown",3,1065,0.934500965344098
"68","Pmpca","brown",3,1065,0.933572514527976
"69","Ctsd","brown",3,1065,0.930693612050133
"70","Hspa9","brown",3,1065,0.928119488539344
"71","Dlst","brown",3,1065,0.918610612784384
"72","Atp6v1g1","brown",3,1065,0.918232103773144
"73","Psmd2","brown",3,1065,0.917195113393484
"74","Rtfdc1","brown",3,1065,0.916771035102535
"75","Rnf115","brown",3,1065,0.912698142660915
"76","Psma4","brown",3,1065,0.91143950275585
"77","Vapa","brown",3,1065,0.911171525589115
"78","Atp5c1","brown",3,1065,0.90935470529395
"79","Cap1","brown",3,1065,0.90686236501835
"80","Mapkapk5","brown",3,1065,0.906559793774974
"81","Grm7","yellow",4,794,0.938970498890714
"82","Lrrtm4","yellow",4,794,0.931056313443412
"83","Ptprm","yellow",4,794,0.930243108202171
"84","Nrxn1","yellow",4,794,0.918730465484656
"85","Rnft2","yellow",4,794,0.915739510336013
"86","R3hdm2","yellow",4,794,0.909325037922745
"87","Ap3b2","yellow",4,794,0.90884969953718
"88","Nrg3","yellow",4,794,0.90766394642339
"89","Prpf40b","yellow",4,794,0.905405296071503
"90","Rabl6","yellow",4,794,0.90105355565072
"91","Nf1","yellow",4,794,0.898477776455732
"92","Lingo2","yellow",4,794,0.897410478755391
"93","Bcas3","yellow",4,794,0.895899764426785
"94","Mgea5","yellow",4,794,0.885963666916303
"95","Adcy2","yellow",4,794,0.885551464176374
"96","Slc25a48","yellow",4,794,0.885410788502418
"97","Cdh18","yellow",4,794,0.883434021291556
"98","ARMH3_like","yellow",4,794,0.878850869714611
"99","Tbc1d5","yellow",4,794,0.878081318989395
"100","Fgfr3","yellow",4,794,0.876318259584856
"101","Tbl2","green",5,669,0.9551424980731
"102","Casc3","green",5,669,0.944760088089391
"103","Txnrd1","green",5,669,0.939494738483436
"104","Icmt","green",5,669,0.93402918698996
"105","Ubap2l","green",5,669,0.925928070053675
"106","Cnot1","green",5,669,0.925832698657363
"107","Kdelr2","green",5,669,0.921147637068324
"108","Hnrnpf","green",5,669,0.918429798854348
"109","Timm29","green",5,669,0.916372038227943
"110","Egln1","green",5,669,0.915122498335429
"111","Sqstm1","green",5,669,0.913214150187516
"112","Inafm2","green",5,669,0.904447756411395
"113","Ncoa1","green",5,669,0.904019864124915
"114","Fam104a","green",5,669,0.902646485172916
"115","Pcyt1a","green",5,669,0.898852924576933
"116","Ralbp1","green",5,669,0.898520701465792
"117","Rala","green",5,669,0.897277714876052
"118","Akirin1","green",5,669,0.896829546279479
"119","Mycbp","green",5,669,0.89674769697677
"120","Txnl1","green",5,669,0.89402636618101
"121","Canx","red",6,509,0.919153030219262
"122","Ghitm","red",6,509,0.918292013325059
"123","Pafah1b1","red",6,509,0.915719358182474
"124","Sap18","red",6,509,0.911162056560822
"125","WASHC2C","red",6,509,0.907731175706643
"126","Copb2","red",6,509,0.895618043226579
"127","Opa1","red",6,509,0.894492240539342
"128","Cfap36","red",6,509,0.894415223911928
"129","Lrpprc","red",6,509,0.892440282946312
"130","Atp6v1h","red",6,509,0.888606538543151
"131","OPTN_like_gene25473","red",6,509,0.886988615487625
"132","Dstn","red",6,509,0.886892773055034
"133","Ddx1","red",6,509,0.882649935115215
"134","Sod2","red",6,509,0.881996035023737
"135","Atp6v0a1","red",6,509,0.881984569584592
"136","Cct8","red",6,509,0.877872487039918
"137","Csde1","red",6,509,0.876657225450324
"138","Znf106","red",6,509,0.874801594384443
"139","Dld","red",6,509,0.872309595407737
"140","Dusp3","red",6,509,0.864484737937613
"141","Syngr1","black",7,467,0.92209151836144
"142","Sncb","black",7,467,0.907894534392617
"143","Clstn1","black",7,467,0.907819242721229
"144","Camta2","black",7,467,0.907521573803305
"145","Lynx1","black",7,467,0.906501268115054
"146","Caskin1","black",7,467,0.901195510619737
"147","Mapk8ip2","black",7,467,0.900187178695466
"148","Eml2","black",7,467,0.893726819755737
"149","Camk2a","black",7,467,0.89016696830066
"150","Thy1","black",7,467,0.884249242840257
"151","Dmtn","black",7,467,0.881288074347168
"152","Adgrb1","black",7,467,0.87939655261212
"153","Kcnab2","black",7,467,0.878832852708055
"154","Caly","black",7,467,0.873165713628129
"155","CUNH16orf45","black",7,467,0.870874451042961
"156","Rab3a","black",7,467,0.869978221186697
"157","Ndrg4","black",7,467,0.867760266224825
"158","Nsg2","black",7,467,0.867338579499995
"159","Atcay","black",7,467,0.866470971718879
"160","Scn2b","black",7,467,0.864126881926882
"161","LOC106144648","pink",8,438,0.945639945563249
"162","PABPC1L2B_like_gene25887","pink",8,438,0.939115934731314
"163","Luzp1","pink",8,438,0.937638223595407
"164","Srsf4","pink",8,438,0.925386180415116
"165","Pdia2","pink",8,438,0.917704406339678
"166","Tmem257","pink",8,438,0.917182391564491
"167","Fam78b","pink",8,438,0.914484948349468
"168","TPM4_containing","pink",8,438,0.91077149325296
"169","Inpp4b","pink",8,438,0.90827359494977
"170","OIP5-AS1_like","pink",8,438,0.906570842579833
"171","Tbkbp1","pink",8,438,0.901218738974515
"172","TSHZ2_G30132","pink",8,438,0.899558741503335
"173","Marf1","pink",8,438,0.890325276054677
"174","Slitrk5","pink",8,438,0.890186591172742
"175","Nmt2","pink",8,438,0.887592045228037
"176","Hnrnpa2b1","pink",8,438,0.886928052213344
"177","PABPC1L2B_like_gene25888","pink",8,438,0.886792149009347
"178","Ece2","pink",8,438,0.886685204990456
"179","G17099","pink",8,438,0.883117887179926
"180","Mras","pink",8,438,0.880847667695176
"181","Dlg2","magenta",9,308,0.927913961059561
"182","Cntnap2","magenta",9,308,0.906939960077197
"183","Slc24a3","magenta",9,308,0.904996944978088
"184","SLC12A5","magenta",9,308,0.903105530631018
"185","Myt1l","magenta",9,308,0.899615201642744
"186","Snap25","magenta",9,308,0.898699096884791
"187","Gabrb2","magenta",9,308,0.893570223530604
"188","Hapln4","magenta",9,308,0.893441603725669
"189","Cadps2","magenta",9,308,0.891447520142439
"190","Camta1","magenta",9,308,0.891248205462765
"191","Sptb","magenta",9,308,0.886000991291324
"192","Myh10","magenta",9,308,0.883351797216978
"193","Chd3","magenta",9,308,0.882264801915736
"194","Mcf2l2","magenta",9,308,0.881750711398039
"195","Kcnip4","magenta",9,308,0.881622863577179
"196","Clstn3","magenta",9,308,0.88102041602219
"197","Gabbr1","magenta",9,308,0.876986894665853
"198","Ppfia3","magenta",9,308,0.875103890843454
"199","Cntnap1","magenta",9,308,0.873687744918282
"200","Vsnl1","magenta",9,308,0.873092208694344
"201","Fgf12","purple",10,290,0.921823734782845
"202","Faim2","purple",10,290,0.914626399794499
"203","Dnm3","purple",10,290,0.89468117951175
"204","Akap6","purple",10,290,0.893265972581397
"205","Aak1","purple",10,290,0.893158424580671
"206","CDK14_like","purple",10,290,0.880853048339795
"207","Ank3","purple",10,290,0.879987197763873
"208","Nsf","purple",10,290,0.877121876967399
"209","Gabrg2","purple",10,290,0.869497780648935
"210","Sptbn1","purple",10,290,0.869399194853222
"211","Apba1","purple",10,290,0.862786517604143
"212","Cntn1","purple",10,290,0.858888997770545
"213","Myo5a","purple",10,290,0.85809391370485
"214","Cdk14","purple",10,290,0.852572962636387
"215","Snap91","purple",10,290,0.849147397531465
"216","Kifap3","purple",10,290,0.841506107567283
"217","Ppip5k1","purple",10,290,0.839702895354789
"218","Pi4ka","purple",10,290,0.837605078890739
"219","Hs6st3","purple",10,290,0.837413067615189
"220","Fam234b","purple",10,290,0.833843576098651
"221","Col11a1","greenyellow",11,260,0.95004235012842
"222","Eln","greenyellow",11,260,0.932755715567205
"223","Wsb1","greenyellow",11,260,0.930391048150295
"224","Slc7a2","greenyellow",11,260,0.928513737533559
"225","NRG3_containing","greenyellow",11,260,0.908557579881116
"226","Arglu1","greenyellow",11,260,0.906176721485165
"227","Coro2b","greenyellow",11,260,0.895132483952194
"228","Pgap3","greenyellow",11,260,0.894442860902467
"229","Map3k6","greenyellow",11,260,0.891007505373714
"230","Znf236","greenyellow",11,260,0.888932991499011
"231","Abi3bp","greenyellow",11,260,0.882777716789311
"232","Pfkfb2","greenyellow",11,260,0.877066618423176
"233","Tgfb3","greenyellow",11,260,0.874502147626049
"234","Rps6kl1","greenyellow",11,260,0.873046044108606
"235","Col16a1","greenyellow",11,260,0.868541886503965
"236","Wnk4","greenyellow",11,260,0.866970527824617
"237","Rgs11","greenyellow",11,260,0.866866737380562
"238","ERBB4_like","greenyellow",11,260,0.866765186996349
"239","Fuz","greenyellow",11,260,0.865920200098672
"240","Haghl","greenyellow",11,260,0.865195515568234
"241","Cnp","tan",12,240,0.950178926183841
"242","Mog","tan",12,240,0.942992020683396
"243","Ca9","tan",12,240,0.937966268304171
"244","Klhl4","tan",12,240,0.937529591047934
"245","G5665","tan",12,240,0.935713125284493
"246","Evi2a","tan",12,240,0.932033144682546
"247","Cmtm5","tan",12,240,0.92511960611628
"248","Folh1b","tan",12,240,0.910495931609396
"249","Slc6a9","tan",12,240,0.909921412484633
"250","Rtkn","tan",12,240,0.903119303227514
"251","Gjc2","tan",12,240,0.903080775210513
"252","Galnt6","tan",12,240,0.901104138382904
"253","Csrp1","tan",12,240,0.896579659545522
"254","Pcsk6","tan",12,240,0.895942440973011
"255","Cers2","tan",12,240,0.895082563001675
"256","Arsb","tan",12,240,0.893599993003563
"257","Tyro3","tan",12,240,0.890950269352838
"258","LOC101965332","tan",12,240,0.886235208636486
"259","Enpp2","tan",12,240,0.883961427414383
"260","Sept4","tan",12,240,0.874996616395757
"261","Gnao1","salmon",13,211,0.954203987948776
"262","TMSB4X_G3417","salmon",13,211,0.937940514891995
"263","Pla2g16","salmon",13,211,0.906439184458193
"264","TF","salmon",13,211,0.899292412692768
"265","Rassf2","salmon",13,211,0.897128865580058
"266","Hadh","salmon",13,211,0.896113065681206
"267","Myo1d","salmon",13,211,0.883606822241717
"268","Fez1","salmon",13,211,0.883132487770902
"269","Cercam","salmon",13,211,0.880001457047215
"270","Gsn","salmon",13,211,0.879973768870989
"271","Bcas1","salmon",13,211,0.876173010111122
"272","Dnm2","salmon",13,211,0.868673727813087
"273","Nmral1","salmon",13,211,0.868155013595482
"274","Adh7","salmon",13,211,0.867179642388232
"275","Myrf","salmon",13,211,0.86693018524265
"276","Dbndd2","salmon",13,211,0.866763009841999
"277","Hip1","salmon",13,211,0.866701948117869
"278","Fgf1","salmon",13,211,0.864343415232321
"279","Fbxo7","salmon",13,211,0.860800617017233
"280","Cdc42bpg","salmon",13,211,0.853943025382485
"281","Hspd1","cyan",14,204,0.946674515552638
"282","Ubqln1","cyan",14,204,0.930274975858299
"283","Papola","cyan",14,204,0.919899664195059
"284","Cops2","cyan",14,204,0.902075840768796
"285","HSPD1_like","cyan",14,204,0.90021682222469
"286","Washc5","cyan",14,204,0.897702210874468
"287","Cct4","cyan",14,204,0.897386940089491
"288","Caprin1","cyan",14,204,0.893638143060756
"289","Hspa4","cyan",14,204,0.891543224566847
"290","Ncbp1","cyan",14,204,0.88491666782455
"291","Cct5","cyan",14,204,0.884395790101093
"292","Golga4","cyan",14,204,0.87378140184136
"293","Jak1","cyan",14,204,0.871649535037142
"294","Pnpla8","cyan",14,204,0.871561097167872
"295","Cct6a","cyan",14,204,0.869729107932739
"296","Fam114a2","cyan",14,204,0.862940523675934
"297","Ube2d3","cyan",14,204,0.853724388441983
"298","Dnaja1","cyan",14,204,0.853316290473566
"299","Copb1","cyan",14,204,0.851597203350903
"300","Eaf1","cyan",14,204,0.851315069424856
"301","G40994","midnightblue",15,158,0.906856508686419
"302","G37446","midnightblue",15,158,0.885231828249158
"303","Trim37","midnightblue",15,158,0.878823863983732
"304","Mdc1","midnightblue",15,158,0.875093172811382
"305","LOC101977326","midnightblue",15,158,0.861842016399539
"306","Cast","midnightblue",15,158,0.860625341857682
"307","Agrn","midnightblue",15,158,0.855386326078328
"308","Nktr","midnightblue",15,158,0.855266411732015
"309","Dnah6","midnightblue",15,158,0.853407184789332
"310","LOC110597760","midnightblue",15,158,0.853296139382718
"311","CCDC9B_containing","midnightblue",15,158,0.851367699465639
"312","Cfap46","midnightblue",15,158,0.833970388520482
"313","G27380","midnightblue",15,158,0.823888975192891
"314","Pnma3","midnightblue",15,158,0.823564469450188
"315","FER1L4_like","midnightblue",15,158,0.819200802974089
"316","Nphp4","midnightblue",15,158,0.81503909462457
"317","Cep70","midnightblue",15,158,0.81451630535844
"318","Shpk","midnightblue",15,158,0.811946329212582
"319","Idua","midnightblue",15,158,0.811785811283126
"320","Rev1","midnightblue",15,158,0.803293193348698
"321","Slc6a13","lightcyan",16,141,0.954660919319338
"322","Slc13a4","lightcyan",16,141,0.942367373745525
"323","Fn1","lightcyan",16,141,0.922699076640473
"324","Serpind1","lightcyan",16,141,0.917123366076768
"325","Crabp2","lightcyan",16,141,0.911051344582738
"326","Col1a2","lightcyan",16,141,0.904516402670365
"327","Isyna1","lightcyan",16,141,0.896235230256543
"328","Colec12","lightcyan",16,141,0.89542162790384
"329","Slc22a6","lightcyan",16,141,0.89037336452879
"330","Clec3b","lightcyan",16,141,0.884208418329276
"331","Adgra2","lightcyan",16,141,0.884028695939435
"332","Aebp1","lightcyan",16,141,0.883620631978812
"333","Emilin1","lightcyan",16,141,0.864974341813831
"334","Fbln1","lightcyan",16,141,0.8602120743818
"335","Pcolce","lightcyan",16,141,0.860033323117313
"336","Pear1","lightcyan",16,141,0.858037582777939
"337","Ptgds","lightcyan",16,141,0.852646851414476
"338","Igf2","lightcyan",16,141,0.84679200150234
"339","G20356","lightcyan",16,141,0.846313193937568
"340","Mpzl2","lightcyan",16,141,0.841128671337529
"341","Ipo7","grey60",17,140,0.885448459250524
"342","RAB3C_containing_gene3505","grey60",17,140,0.872220769396957
"343","Efr3a","grey60",17,140,0.869426089778898
"344","Hacd3","grey60",17,140,0.862402575842148
"345","Wdr47","grey60",17,140,0.850678343957058
"346","Snx16","grey60",17,140,0.850662606828783
"347","G34280","grey60",17,140,0.848258203607247
"348","Ppm1a","grey60",17,140,0.841838344460171
"349","Znf280d","grey60",17,140,0.838491130310048
"350","Vps50","grey60",17,140,0.834849184855486
"351","Ppid","grey60",17,140,0.832531322654462
"352","Mat2b","grey60",17,140,0.830542597345539
"353","PDK3_like","grey60",17,140,0.8303538858471
"354","Ahcyl2","grey60",17,140,0.827601866506072
"355","Fbxo34","grey60",17,140,0.82738943712676
"356","B3galnt1","grey60",17,140,0.825304844501244
"357","Jkamp","grey60",17,140,0.819836632645006
"358","Pcsk1","grey60",17,140,0.819077799762923
"359","Nars2","grey60",17,140,0.810917665899849
"360","Syt4","grey60",17,140,0.806678233695377
"361","Stard13","lightgreen",18,119,0.939614476213375
"362","Rapgef5","lightgreen",18,119,0.939292348812246
"363","G13793","lightgreen",18,119,0.931944551860992
"364","Kif13b","lightgreen",18,119,0.926711161660844
"365","Lats2","lightgreen",18,119,0.917402923766519
"366","Mtmr10","lightgreen",18,119,0.916766205755837
"367","Ell2","lightgreen",18,119,0.910054748681117
"368","Ankrd44","lightgreen",18,119,0.907840098158584
"369","RAB30_containing","lightgreen",18,119,0.903604605261381
"370","Pik3r1","lightgreen",18,119,0.901105040125155
"371","MIR219A2_containing","lightgreen",18,119,0.89819746788802
"372","Mid1ip1","lightgreen",18,119,0.898087603272674
"373","Kiaa1147","lightgreen",18,119,0.89381622746504
"374","Tp53inp2","lightgreen",18,119,0.890899035444604
"375","Ankrd40","lightgreen",18,119,0.889896670871111
"376","G35244","lightgreen",18,119,0.888580143495414
"377","Tmem98","lightgreen",18,119,0.88796389260914
"378","Sass6","lightgreen",18,119,0.887249422706285
"379","Plekhh1","lightgreen",18,119,0.887189039641168
"380","CECR2","lightgreen",18,119,0.879822686706564
"381","Slc14a1","lightyellow",19,108,0.910940136815712
"382","ACSM1_containing","lightyellow",19,108,0.85901303165381
"383","Gjb6","lightyellow",19,108,0.851057390324102
"384","ZNF391_containing","lightyellow",19,108,0.843608133041633
"385","Rab30","lightyellow",19,108,0.830316157272714
"386","Nfkbia","lightyellow",19,108,0.826726367167013
"387","ACY1_like","lightyellow",19,108,0.822748731311232
"388","Col4a5","lightyellow",19,108,0.818178798224632
"389","S100a1","lightyellow",19,108,0.812393990444599
"390","Ltbp2","lightyellow",19,108,0.810018244001668
"391","GSTM4_like_gene20552","lightyellow",19,108,0.80978376498577
"392","Hif3a","lightyellow",19,108,0.789555748523346
"393","Nedd9","lightyellow",19,108,0.789221657783681
"394","Ctgf","lightyellow",19,108,0.788624705337805
"395","Arhgap31","lightyellow",19,108,0.78597801689888
"396","Ccsap","lightyellow",19,108,0.785223441667196
"397","SGK1","lightyellow",19,108,0.784853436335627
"398","Ptgfr","lightyellow",19,108,0.779350913549191
"399","Crem","lightyellow",19,108,0.779247514200753
"400","Adgra3","lightyellow",19,108,0.779191496793375
"401","Katnb1","royalblue",20,106,0.904423727098801
"402","Cmip","royalblue",20,106,0.904262880661447
"403","Mta1","royalblue",20,106,0.893704328663372
"404","Pom121c","royalblue",20,106,0.874724615210484
"405","Pomgnt2","royalblue",20,106,0.858787677114845
"406","Fbxl15","royalblue",20,106,0.853821027262125
"407","Pdxp","royalblue",20,106,0.851592858865205
"408","Rnf126","royalblue",20,106,0.847061133173249
"409","Dtx1","royalblue",20,106,0.843437692398459
"410","Dlgap4","royalblue",20,106,0.837126605166292
"411","CRMP1_gene2946","royalblue",20,106,0.826039060704383
"412","Gnaz","royalblue",20,106,0.822086625899338
"413","Itpk1","royalblue",20,106,0.820158844145617
"414","Map1s","royalblue",20,106,0.818300985297394
"415","Cacng4","royalblue",20,106,0.810792554358914
"416","Phyhip","royalblue",20,106,0.805669635824637
"417","Agap3","royalblue",20,106,0.803849714270463
"418","Nup62","royalblue",20,106,0.800921731327802
"419","Camsap1","royalblue",20,106,0.800318683847494
"420","Ngef","royalblue",20,106,0.795462461996491
"421","Ppa2","darkred",21,81,0.864336810966907
"422","Npepps","darkred",21,81,0.860477829529685
"423","G3bp2","darkred",21,81,0.834071540914935
"424","Ckap5","darkred",21,81,0.830954737930259
"425","Zmat3","darkred",21,81,0.828239728105694
"426","Rngtt","darkred",21,81,0.827248182881811
"427","Enpp5","darkred",21,81,0.804323766495602
"428","Gtf2i","darkred",21,81,0.80164541183811
"429","Kif3a","darkred",21,81,0.789310334327451
"430","Trappc8","darkred",21,81,0.782648907281835
"431","Gfm1","darkred",21,81,0.77638001805156
"432","Tax1bp1","darkred",21,81,0.775601748797035
"433","Atp6v1c1","darkred",21,81,0.773846934253353
"434","Med14","darkred",21,81,0.77267860616513
"435","Hnrnpc","darkred",21,81,0.766302363050259
"436","G11663","darkred",21,81,0.762968078389092
"437","Gdpd1","darkred",21,81,0.762192113375895
"438","Rnf150","darkred",21,81,0.754637773601923
"439","Rab2b","darkred",21,81,0.753714986176846
"440","Crebl2","darkred",21,81,0.75294040171764
