"","gene","n","module_n","module_color"
"1","Aacs_rna21691",17,1,"turquoise"
"2","Aacs_rna21691_alt",4,1,"turquoise"
"3","AACSP1_containing",53,1,"turquoise"
"4","Aak1",4,9,"magenta"
"5","Aars",37,2,"blue"
"6","Aasdh",479,1,"turquoise"
"7","Aatk",3,15,"midnightblue"
"8","Abca1",10,2,"blue"
"9","Abca2",15,11,"greenyellow"
"10","ABCA3_like",9,3,"brown"
"11","Abcb10",14,1,"turquoise"
"12","Abcb9",3,5,"green"
"13","Abcc5",124,1,"turquoise"
"14","Abcd1",37,2,"blue"
"15","Abce1",9,1,"turquoise"
"16","Abcg1",49,1,"turquoise"
"17","Abhd11",3,3,"brown"
"18","Abhd16a",2,2,"blue"
"19","Abhd17b",24,1,"turquoise"
"20","Abhd2",81,2,"blue"
"21","Abhd3",19,4,"yellow"
"22","Abi3bp",2,7,"black"
"23","Acad10",34,2,"blue"
"24","Acad11",2,10,"purple"
"25","Acad9",55,2,"blue"
"26","Acadl",16,2,"blue"
"27","Acadvl",5,3,"brown"
"28","Acap3",19,2,"blue"
"29","Acbd3",16,1,"turquoise"
"30","Acbd5",269,1,"turquoise"
"31","ACE_like",4,6,"red"
"32","Acer2",3,1,"turquoise"
"33","Ache",6,4,"yellow"
"34","Acin1",3,1,"turquoise"
"35","Ackr3",164,1,"turquoise"
"36","Aco2",68,2,"blue"
"37","Acot7",7,8,"pink"
"38","Acp1",18,2,"blue"
"39","Acp6",5,3,"brown"
"40","Acsl4",3,19,"lightyellow"
"41","Acsl6",6,9,"magenta"
"42","Actb",215,2,"blue"
"43","Actn1",4,1,"turquoise"
"44","Actr1a",13,2,"blue"
"45","Adam15",68,3,"brown"
"46","Adam19",2,3,"brown"
"47","Adam22",4,3,"brown"
"48","Adamts10",2,3,"brown"
"49","Adamts4",7,11,"greenyellow"
"50","Adamts6",19,3,"brown"
"51","Adar",9,2,"blue"
"52","Adcy2",9,3,"brown"
"53","Add1",151,2,"blue"
"54","Adgra2",7,16,"lightcyan"
"55","Adgrb1",19,6,"red"
"56","Adgrl2",28,4,"yellow"
"57","Adgrl3",10,3,"brown"
"58","Adpgk",76,1,"turquoise"
"59","Adra2a",40,4,"yellow"
"60","Adsl",2,2,"blue"
"61","Adssl1",7,7,"black"
"62","Aebp1",3,16,"lightcyan"
"63","Afap1",268,1,"turquoise"
"64","Agap2",2,6,"red"
"65","Agfg2",108,1,"turquoise"
"66","AGO1_like",19,1,"turquoise"
"67","Ago2",210,1,"turquoise"
"68","Agpat1",3,8,"pink"
"69","Agpat3",11,2,"blue"
"70","Agrn",29,3,"brown"
"71","Ahi1",18,6,"red"
"72","Ahr",98,1,"turquoise"
"73","Ahsa1",3,12,"tan"
"74","Ahsa2",3,4,"yellow"
"75","Aif1l",5,6,"red"
"76","Aifm1",3,2,"blue"
"77","Aifm3",24,6,"red"
"78","Aig1",8,3,"brown"
"79","Aip",12,6,"red"
"80","AJM1_containing",26,4,"yellow"
"81","Ak2",418,1,"turquoise"
"82","Ak4",8,1,"turquoise"
"83","Akap10",24,1,"turquoise"
"84","Akap7",7,1,"turquoise"
"85","Akap8",4,3,"brown"
"86","Akap8l",4,2,"blue"
"87","Akap9",3,5,"green"
"88","Akirin1",18,1,"turquoise"
"89","Akirin2",4,1,"turquoise"
"90","Akr1a1",31,2,"blue"
"91","Akt1",5,2,"blue"
"92","Akt3",3,4,"yellow"
"93","Aldh1l1",69,4,"yellow"
"94","Aldh5a1",3,6,"red"
"95","Aldoa",7,8,"pink"
"96","Alg12",49,1,"turquoise"
"97","Alg2",278,1,"turquoise"
"98","Alg5",14,15,"midnightblue"
"99","Alg6",15,3,"brown"
"100","Alkbh5",5,5,"green"
"101","Alms1",4,1,"turquoise"
"102","Als2cl",183,2,"blue"
"103","Amd1",591,1,"turquoise"
"104","Amdhd2",24,5,"green"
"105","Amer3",46,1,"turquoise"
"106","Ammecr1",6,2,"blue"
"107","Ampd3",3,2,"blue"
"108","Anapc11",2,2,"blue"
"109","Ank1",7,4,"yellow"
"110","Ank2",3,3,"brown"
"111","ANKHD1_gene10482",4,1,"turquoise"
"112","Ankrd12",36,1,"turquoise"
"113","Ankrd13b",28,1,"turquoise"
"114","Ankrd17",16,1,"turquoise"
"115","Ankrd27",21,1,"turquoise"
"116","Ankrd40",65,4,"yellow"
"117","Ankrd44",29,14,"cyan"
"118","Ankrd52",283,1,"turquoise"
"119","Anln",6,14,"cyan"
"120","Ano5",4,1,"turquoise"
"121","Anxa1",4,5,"green"
"122","Anxa2",4,2,"blue"
"123","Anxa5",38,2,"blue"
"124","Anxa6",22,2,"blue"
"125","Anxa7",58,5,"green"
"126","Ap1b1",80,2,"blue"
"127","Ap1g1",51,1,"turquoise"
"128","Ap1m1",48,2,"blue"
"129","Ap2a1",17,2,"blue"
"130","Ap2a2",67,3,"brown"
"131","Ap2b1",32,9,"magenta"
"132","Ap3b2",31,3,"brown"
"133","Ap3d1",146,2,"blue"
"134","Ap3m1",230,1,"turquoise"
"135","Ap5b1",13,2,"blue"
"136","Ap5z1",6,2,"blue"
"137","Apba1",2,6,"red"
"138","Apba3",8,2,"blue"
"139","Apeh",21,3,"brown"
"140","Api5",11,1,"turquoise"
"141","Aplp1",5,11,"greenyellow"
"142","Apopt1",8,2,"blue"
"143","App",4,3,"brown"
"144","Arap1",38,6,"red"
"145","Arap2",11,14,"cyan"
"146","Arcn1",32,5,"green"
"147","Arf1",40,2,"blue"
"148","Arf3",1,6,"red"
"149","Arf5",24,2,"blue"
"150","Arfgap3",39,5,"green"
"151","Arfgef1",29,1,"turquoise"
"152","Arglu1",14,7,"black"
"153","Arhgap20",26,4,"yellow"
"154","Arhgap24",3,2,"blue"
"155","Arhgap29",10,1,"turquoise"
"156","Arhgap35",3,12,"tan"
"157","Arhgap5",375,1,"turquoise"
"158","Arhgdia",59,2,"blue"
"159","Arhgdig",20,6,"red"
"160","Arhgef10l",32,3,"brown"
"161","Arid3b",14,1,"turquoise"
"162","Arid4a",119,1,"turquoise"
"163","Arid5a",277,2,"blue"
"164","Arid5b",59,1,"turquoise"
"165","Arih1",37,1,"turquoise"
"166","Arl10",13,1,"turquoise"
"167","Arl14ep",8,1,"turquoise"
"168","Arl5b",315,1,"turquoise"
"169","Arl8a",13,2,"blue"
"170","Armc1",3,1,"turquoise"
"171","ARMH3_like",112,2,"blue"
"172","Armt1",81,1,"turquoise"
"173","Arnt2",11,3,"brown"
"174","Arpc1b",2,5,"green"
"175","Arpc2",92,2,"blue"
"176","Arpc3",47,2,"blue"
"177","ARPC3_gene26162",20,2,"blue"
"178","Arpc4",92,2,"blue"
"179","Arrb1",5,6,"red"
"180","Arrb2",81,2,"blue"
"181","Arrdc3",3,1,"turquoise"
"182","Arsb",28,11,"greenyellow"
"183","Asb7",12,1,"turquoise"
"184","Asic1",5,6,"red"
"185","Asic4",6,2,"blue"
"186","Asna1",30,2,"blue"
"187","Asnsd1",308,1,"turquoise"
"188","Asph",14,4,"yellow"
"189","Aspscr1",4,3,"brown"
"190","Aste1",32,1,"turquoise"
"191","Astn1",16,3,"brown"
"192","Astn2",15,6,"red"
"193","Atad1",4,5,"green"
"194","ATAD2B",30,1,"turquoise"
"195","Atcay",2,8,"pink"
"196","ATF6_containing",123,2,"blue"
"197","Atf7",5,14,"cyan"
"198","Atg14",161,1,"turquoise"
"199","Atg16l1",11,1,"turquoise"
"200","Atg4d",145,1,"turquoise"
"201","Atic",12,2,"blue"
"202","ATL2_containing",8,14,"cyan"
"203","Atl3",53,1,"turquoise"
"204","Atp13a3",2,1,"turquoise"
"205","Atp13a4",30,7,"black"
"206","Atp13a5",2,3,"brown"
"207","ATP1A2_like",3,6,"red"
"208","Atp1a3",14,6,"red"
"209","Atp1b1",13,6,"red"
"210","Atp1b2",3,6,"red"
"211","Atp2b3",5,3,"brown"
"212","Atp5a1",11,2,"blue"
"213","Atp5b",6,2,"blue"
"214","Atp5c1",94,2,"blue"
"215","Atp5d",11,2,"blue"
"216","Atp5e",55,2,"blue"
"217","Atp5f1",163,2,"blue"
"218","Atp5g1",72,2,"blue"
"219","Atp5g3",106,2,"blue"
"220","Atp5h",3,2,"blue"
"221","Atp5i",28,2,"blue"
"222","Atp5j",10,2,"blue"
"223","Atp5j2",55,2,"blue"
"224","Atp5l",14,2,"blue"
"225","Atp5o",55,2,"blue"
"226","Atp6ap1",8,2,"blue"
"227","Atp6v0a1",2,12,"tan"
"228","Atp6v0a2",203,1,"turquoise"
"229","Atp6v0b",16,2,"blue"
"230","Atp6v0c",11,8,"pink"
"231","Atp6v0d1",69,2,"blue"
"232","Atp6v0e1",23,2,"blue"
"233","Atp6v0e2",16,2,"blue"
"234","Atp6v1e1",9,10,"purple"
"235","Atp6v1g1",38,5,"green"
"236","Atp6v1g2",7,6,"red"
"237","Atp6v1h",27,12,"tan"
"238","Atp7a",4,1,"turquoise"
"239","Atp8b2",5,7,"black"
"240","Atp9a",9,3,"brown"
"241","Atraid",51,2,"blue"
"242","Atrnl1",3,6,"red"
"243","Atrx",15,9,"magenta"
"244","Atxn1",58,1,"turquoise"
"245","Atxn2",250,1,"turquoise"
"246","Aurkaip1",94,2,"blue"
"247","Azin1",247,1,"turquoise"
"248","Azin2",147,2,"blue"
"249","B2m",4,2,"blue"
"250","B3galnt2",364,1,"turquoise"
"251","B3galt1",3,1,"turquoise"
"252","B3gat1",6,17,"grey60"
"253","B4galnt4",6,6,"red"
"254","B4galt3",12,4,"yellow"
"255","B4galt5",18,1,"turquoise"
"256","Babam2",14,2,"blue"
"257","Bach1",93,1,"turquoise"
"258","Bad",52,2,"blue"
"259","Bag1",160,2,"blue"
"260","Bag6",118,2,"blue"
"261","Bahcc1",5,2,"blue"
"262","Bahd1",4,1,"turquoise"
"263","Baiap2",52,1,"turquoise"
"264","Baiap3",20,4,"yellow"
"265","Bak1",64,1,"turquoise"
"266","Banp",21,1,"turquoise"
"267","Bbip1",3,2,"blue"
"268","Bbs1",51,4,"yellow"
"269","Bcan",15,7,"black"
"270","Bcap31",69,2,"blue"
"271","Bcas1",5,15,"midnightblue"
"272","Bcas3",98,3,"brown"
"273","Bckdha",66,2,"blue"
"274","Bckdk",12,2,"blue"
"275","Bcl2l11",278,1,"turquoise"
"276","Bcl7a",22,4,"yellow"
"277","Bcl9",154,4,"yellow"
"278","Bclaf1",5,9,"magenta"
"279","Bcorl1",377,1,"turquoise"
"280","Bcr",46,1,"turquoise"
"281","Bdp1",14,1,"turquoise"
"282","Becn1",3,2,"blue"
"283","Bend6",15,6,"red"
"284","Best1",10,3,"brown"
"285","Bex4",27,4,"yellow"
"286","Bfar",9,1,"turquoise"
"287","Bhlhe40",195,2,"blue"
"288","Bicd1",116,1,"turquoise"
"289","Bicd2",292,1,"turquoise"
"290","Birc2",168,1,"turquoise"
"291","Birc6",14,1,"turquoise"
"292","Blmh",19,1,"turquoise"
"293","Bloc1s1",4,2,"blue"
"294","Bmp5",4,16,"lightcyan"
"295","Bmpr1b",75,1,"turquoise"
"296","Bms1",50,1,"turquoise"
"297","Bmt2",336,1,"turquoise"
"298","Bnip1",5,1,"turquoise"
"299","Bnip3",35,2,"blue"
"300","Bnip3l",8,5,"green"
"301","Boc",5,1,"turquoise"
"302","Bod1",52,1,"turquoise"
"303","Bod1l1",138,1,"turquoise"
"304","Brd1",2,1,"turquoise"
"305","Brd3",384,1,"turquoise"
"306","Brd8",3,2,"blue"
"307","Brd9",8,2,"blue"
"308","Brf1",5,2,"blue"
"309","Bri3",18,2,"blue"
"310","Brinp2",10,2,"blue"
"311","Brinp3",10,3,"brown"
"312","Brms1",20,1,"turquoise"
"313","Brox",5,5,"green"
"314","Brpf1",18,1,"turquoise"
"315","Brsk1",10,6,"red"
"316","Bscl2",8,2,"blue"
"317","Bsg",38,2,"blue"
"318","Btbd11",5,6,"red"
"319","Btbd7",66,1,"turquoise"
"320","Btf3",16,2,"blue"
"321","BTF3_G22095",2,2,"blue"
"322","Btf3l4",13,5,"green"
"323","Btg1",207,1,"turquoise"
"324","Btg2",9,1,"turquoise"
"325","Bub3",4,2,"blue"
"326","Bud13",472,1,"turquoise"
"327","Bud31",6,5,"green"
"328","Bzw1",15,5,"green"
"329","C1qbp",8,2,"blue"
"330","C2cd3",12,1,"turquoise"
"331","Ca14",15,11,"greenyellow"
"332","Ca2",179,1,"turquoise"
"333","Ca9",31,11,"greenyellow"
"334","CABCOCO1_like",4,3,"brown"
"335","Cables2",4,1,"turquoise"
"336","CACNA1C_containing_gene16475",4,4,"yellow"
"337","Cacna1e",17,6,"red"
"338","Cacna1f",25,2,"blue"
"339","Cacnb2",79,1,"turquoise"
"340","Cacng7",11,6,"red"
"341","Cacul1",199,1,"turquoise"
"342","Cadm2",5,3,"brown"
"343","Cadps",2,6,"red"
"344","Cadps2",45,6,"red"
"345","Calb1",2,6,"red"
"346","Calm3",9,6,"red"
"347","Caly",4,8,"pink"
"348","Camk2a",3,8,"pink"
"349","Camk2b",3,6,"red"
"350","Camk2n2",5,6,"red"
"351","Camk4",7,6,"red"
"352","Camkk2",44,4,"yellow"
"353","Camta1",10,6,"red"
"354","Camta2",14,8,"pink"
"355","Canx",5,10,"purple"
"356","Cap1",49,2,"blue"
"357","Capn1",51,2,"blue"
"358","Capn7",1,2,"blue"
"359","Capns1",208,2,"blue"
"360","Caprin1",8,13,"salmon"
"361","Capzb",68,2,"blue"
"362","Carf",3,9,"magenta"
"363","Carnmt1",86,1,"turquoise"
"364","Carns1",3,11,"greenyellow"
"365","Casc3",53,1,"turquoise"
"366","Casc4",4,10,"purple"
"367","Casd1",2,3,"brown"
"368","Cask",5,2,"blue"
"369","Caskin1",9,8,"pink"
"370","Casp8ap2",260,1,"turquoise"
"371","Castor2",52,1,"turquoise"
"372","Cbl",34,1,"turquoise"
"373","Cbll1",592,1,"turquoise"
"374","Cbx7",10,4,"yellow"
"375","Cc2d1b",2,2,"blue"
"376","Ccar2",5,2,"blue"
"377","Ccdc115",34,2,"blue"
"378","Ccdc117",412,1,"turquoise"
"379","Ccdc159",36,3,"brown"
"380","Ccdc169",12,3,"brown"
"381","Ccdc186",102,1,"turquoise"
"382","Ccdc28a",65,1,"turquoise"
"383","Ccdc3",12,4,"yellow"
"384","Ccdc43",7,1,"turquoise"
"385","Ccdc47",4,2,"blue"
"386","Ccdc6",111,1,"turquoise"
"387","Ccdc62",8,2,"blue"
"388","Ccdc71",8,2,"blue"
"389","Ccdc85c",16,1,"turquoise"
"390","Ccdc86",12,1,"turquoise"
"391","Ccdc91",3,3,"brown"
"392","Ccdc92",18,2,"blue"
"393","Ccdc93",226,1,"turquoise"
"394","CCDC9B_containing",3,3,"brown"
"395","Ccer2",5,6,"red"
"396","Cchcr1",3,3,"brown"
"397","Ccng2",165,1,"turquoise"
"398","Ccnk",14,1,"turquoise"
"399","Ccnl1",19,2,"blue"
"400","Ccnt1",4,1,"turquoise"
"401","Ccnt2",55,1,"turquoise"
"402","Ccny",13,1,"turquoise"
"403","Ccnyl1",52,1,"turquoise"
"404","Ccp110",3,1,"turquoise"
"405","Cct2",3,12,"tan"
"406","Cct3",8,5,"green"
"407","Cct4",7,13,"salmon"
"408","Cct5",13,13,"salmon"
"409","Cct6a",18,13,"salmon"
"410","Cct8",13,12,"tan"
"411","Cd164",22,1,"turquoise"
"412","Cd44",12,5,"green"
"413","Cd46",7,1,"turquoise"
"414","Cd63",96,5,"green"
"415","CD82_like",21,2,"blue"
"416","Cdc123",14,2,"blue"
"417","Cdc23",4,1,"turquoise"
"418","Cdc37",60,2,"blue"
"419","Cdc40",23,1,"turquoise"
"420","Cdc42bpa",6,9,"magenta"
"421","Cdc42bpg",4,15,"midnightblue"
"422","Cdc42ep3",192,1,"turquoise"
"423","Cdc42ep4",11,2,"blue"
"424","Cdh11",2,4,"yellow"
"425","Cdh18",32,3,"brown"
"426","Cdh20",144,1,"turquoise"
"427","CDH23_like_gene9228",13,6,"red"
"428","Cdip1",24,2,"blue"
"429","Cdk17",14,1,"turquoise"
"430","Cdk7",46,1,"turquoise"
"431","CDKL5_containing",30,1,"turquoise"
"432","Cdkn2aip",85,1,"turquoise"
"433","Cdo1",8,1,"turquoise"
"434","Cdr2l",9,1,"turquoise"
"435","Cdv3",90,1,"turquoise"
"436","Cdyl2",181,1,"turquoise"
"437","Cebpz",17,1,"turquoise"
"438","CECR2",5,14,"cyan"
"439","Celf1",112,1,"turquoise"
"440","Celf2",198,1,"turquoise"
"441","CELF4_gene8911",16,6,"red"
"442","Celsr2",17,6,"red"
"443","Cend1",13,8,"pink"
"444","Cenpj",10,3,"brown"
"445","Cep112",16,2,"blue"
"446","Cep131",20,2,"blue"
"447","Cep170",7,1,"turquoise"
"448","Cep250",10,3,"brown"
"449","Cep350",562,1,"turquoise"
"450","Cep63",31,3,"brown"
"451","Cep85",78,1,"turquoise"
"452","Cept1",24,1,"turquoise"
"453","Cercam",8,15,"midnightblue"
"454","CERCAM",2,2,"blue"
"455","Cers2",15,11,"greenyellow"
"456","Cfap20",3,1,"turquoise"
"457","Cfap36",55,10,"purple"
"458","Cfap97",9,1,"turquoise"
"459","Cfl1",48,2,"blue"
"460","Cgref1",23,2,"blue"
"461","Champ1",135,1,"turquoise"
"462","Chchd10",39,2,"blue"
"463","Chchd2",115,2,"blue"
"464","Chd3",40,6,"red"
"465","Chd5",18,7,"black"
"466","Chd8",4,5,"green"
"467","Chfr",196,1,"turquoise"
"468","Chi3l1",52,2,"blue"
"469","Chid1",40,2,"blue"
"470","Chordc1",218,1,"turquoise"
"471","Chpf",9,8,"pink"
"472","Chpf2",11,2,"blue"
"473","Chrnb2",90,2,"blue"
"474","Chst1",4,8,"pink"
"475","Chst10",18,2,"blue"
"476","Chtop",5,5,"green"
"477","Ciapin1",6,5,"green"
"478","Ciart",13,2,"blue"
"479","Cirbp",37,2,"blue"
"480","Cited2",163,1,"turquoise"
"481","Ciz1",13,3,"brown"
"482","Clasp2",8,3,"brown"
"483","Clasrp",7,2,"blue"
"484","Clcn7",102,2,"blue"
"485","Cldn11",3,11,"greenyellow"
"486","Cldn12",409,1,"turquoise"
"487","Clec3b",4,16,"lightcyan"
"488","Clint1",64,1,"turquoise"
"489","Clip3",58,2,"blue"
"490","Clk1",408,1,"turquoise"
"491","Clk4",529,1,"turquoise"
"492","Clp1",382,1,"turquoise"
"493","Clpb",46,2,"blue"
"494","Clptm1",20,2,"blue"
"495","Clstn1",21,3,"brown"
"496","Clstn3",30,6,"red"
"497","Cltb",200,2,"blue"
"498","Clu",9,17,"grey60"
"499","Cluh",6,2,"blue"
"500","Cmtm5",22,11,"greenyellow"
"501","Cmtr1",202,2,"blue"
"502","Cnep1r1",229,1,"turquoise"
"503","Cnih4",372,1,"turquoise"
"504","Cnksr3",5,1,"turquoise"
"505","Cnnm1",12,2,"blue"
"506","Cnnm4",290,1,"turquoise"
"507","Cnot1",51,1,"turquoise"
"508","Cnot2",4,1,"turquoise"
"509","Cnot4",4,1,"turquoise"
"510","Cnot8",198,1,"turquoise"
"511","Cnp",31,11,"greenyellow"
"512","Cntf",3,11,"greenyellow"
"513","Cntn2",10,11,"greenyellow"
"514","Cntnap1",25,6,"red"
"515","Cntnap2",17,6,"red"
"516","Cntnap5",11,3,"brown"
"517","Cntrob",15,1,"turquoise"
"518","Cog1",4,3,"brown"
"519","Cog2",77,1,"turquoise"
"520","Col11a1",54,7,"black"
"521","Col16a1",12,7,"black"
"522","Col19a1",35,4,"yellow"
"523","Col1a2",8,16,"lightcyan"
"524","Col20a1",2,5,"green"
"525","Col27a1",2,7,"black"
"526","Col2a1",34,4,"yellow"
"527","Col4a2",35,7,"black"
"528","Col7a1",19,2,"blue"
"529","Col9a2",2,7,"black"
"530","Col9a3",38,11,"greenyellow"
"531","Colec12",4,16,"lightcyan"
"532","Colgalt1",5,1,"turquoise"
"533","Commd3",17,2,"blue"
"534","Commd4",40,2,"blue"
"535","Copb1",2,13,"salmon"
"536","Copb2",6,12,"tan"
"537","Copg1",125,2,"blue"
"538","Copg2",5,6,"red"
"539","Cops2",12,13,"salmon"
"540","Cops6",17,2,"blue"
"541","Cops7b",124,1,"turquoise"
"542","Cops8",146,2,"blue"
"543","Cops9",3,2,"blue"
"544","Coq10b",283,1,"turquoise"
"545","Coro1b",44,2,"blue"
"546","Coro1c",6,5,"green"
"547","Coro2b",45,7,"black"
"548","Coro6",15,3,"brown"
"549","COX4I1_like",112,2,"blue"
"550","COX5B_like_gene22048",241,2,"blue"
"551","COX6A1",4,2,"blue"
"552","COX6B1_gene11475",68,2,"blue"
"553","COX7A2",6,2,"blue"
"554","COX7B_gene19995",82,2,"blue"
"555","COX7C_like",11,2,"blue"
"556","COX8A_like",92,2,"blue"
"557","Cpd",13,1,"turquoise"
"558","Cpe",4,6,"red"
"559","Cpeb3",12,1,"turquoise"
"560","Cpsf1",18,2,"blue"
"561","Cpt1a",4,2,"blue"
"562","Cpt1c",6,3,"brown"
"563","Crabp2",10,16,"lightcyan"
"564","Crat",141,2,"blue"
"565","Crbn",23,5,"green"
"566","Creb5",5,11,"greenyellow"
"567","Crebrf",18,1,"turquoise"
"568","Creg1",40,2,"blue"
"569","Creld1",5,6,"red"
"570","Crk",172,1,"turquoise"
"571","Crkl",508,1,"turquoise"
"572","Crnkl1",68,1,"turquoise"
"573","Crocc",4,3,"brown"
"574","Cs",42,9,"magenta"
"575","CSDE1_gene25541",4,2,"blue"
"576","Csf1",5,1,"turquoise"
"577","Csmd2",59,1,"turquoise"
"578","Csmd3",4,7,"black"
"579","Csnk1a1",28,5,"green"
"580","Csnk1d",31,1,"turquoise"
"581","Csnk1g1",6,1,"turquoise"
"582","Csnk1g3",25,1,"turquoise"
"583","Csnk2b",7,2,"blue"
"584","Cspg5",49,3,"brown"
"585","Csrnp1",3,2,"blue"
"586","Csrnp2",184,1,"turquoise"
"587","Csrp1",12,11,"greenyellow"
"588","Csrp2",10,4,"yellow"
"589","CST3_containing",20,2,"blue"
"590","Cstb",203,2,"blue"
"591","Ctbp1",129,2,"blue"
"592","Ctbp2",16,1,"turquoise"
"593","Ctdnep1",5,2,"blue"
"594","Ctdsp2",449,1,"turquoise"
"595","Ctdspl",3,14,"cyan"
"596","Ctif",6,8,"pink"
"597","Ctnna2",4,6,"red"
"598","Ctnnd1",25,1,"turquoise"
"599","Ctnnd2",399,2,"blue"
"600","Ctps1",3,1,"turquoise"
"601","CTPS2_like",10,2,"blue"
"602","Ctr9",54,1,"turquoise"
"603","Ctsa",5,5,"green"
"604","Ctsd",173,2,"blue"
"605","Ctsv",5,5,"green"
"606","Cttn",5,2,"blue"
"607","Cttnbp2",2,14,"cyan"
"608","Cttnbp2nl",284,1,"turquoise"
"609","Cuedc2",6,3,"brown"
"610","Cul4a",20,2,"blue"
"611","Cul7",11,2,"blue"
"612","Cul9",13,3,"brown"
"613","CUNH11orf49",20,6,"red"
"614","CUNH11orf68",7,3,"brown"
"615","CUNH12orf57",13,2,"blue"
"616","CUNH14orf119",136,1,"turquoise"
"617","CUNH16orf45",13,8,"pink"
"618","CUNH16orf58",6,3,"brown"
"619","CUNH16orf72",206,1,"turquoise"
"620","CUNH18orf25",94,1,"turquoise"
"621","CUNH18orf54",3,4,"yellow"
"622","CUNH19orf47",3,1,"turquoise"
"623","CUNH19orf70",35,2,"blue"
"624","CUNH1orf35",11,1,"turquoise"
"625","CUNH1orf52",7,1,"turquoise"
"626","CUNH1orf61",169,2,"blue"
"627","CUNH20orf194",276,1,"turquoise"
"628","CUNH20orf27",18,2,"blue"
"629","CUNH21orf91",146,1,"turquoise"
"630","CUNH2orf69",422,1,"turquoise"
"631","CUNH3orf38",9,1,"turquoise"
"632","CUNH5orf15",25,5,"green"
"633","CUNH5orf24",187,1,"turquoise"
"634","CUNH5orf30",11,4,"yellow"
"635","CUNH6orf203",7,1,"turquoise"
"636","CUNH6orf47",80,1,"turquoise"
"637","CUNH6orf89",127,2,"blue"
"638","CUNH9orf16",83,2,"blue"
"639","CUNH9orf3",184,1,"turquoise"
"640","Cuta",6,2,"blue"
"641","Cux1",4,1,"turquoise"
"642","CYB561D1_containing",19,1,"turquoise"
"643","CYB5R3_like",114,2,"blue"
"644","CYB5RL_like",11,2,"blue"
"645","CYC1_like",29,2,"blue"
"646","Cyfip1",24,2,"blue"
"647","Cyfip2",16,9,"magenta"
"648","CYP2J2_containing",2,11,"greenyellow"
"649","Cyth1",18,1,"turquoise"
"650","D2hgdh",102,2,"blue"
"651","Daam2",3,11,"greenyellow"
"652","Dact3",26,7,"black"
"653","Dars",31,2,"blue"
"654","Daxx",2,1,"turquoise"
"655","Dazap2",14,2,"blue"
"656","Dcaf12",292,1,"turquoise"
"657","Dcaf7",6,1,"turquoise"
"658","Dcaf8",48,2,"blue"
"659","Dcc",61,2,"blue"
"660","Dclre1a",231,1,"turquoise"
"661","Dcp1a",164,1,"turquoise"
"662","Dctn1",7,3,"brown"
"663","Dctn2",68,2,"blue"
"664","Dctn3",37,2,"blue"
"665","Dctn4",18,5,"green"
"666","Dcun1d3",239,1,"turquoise"
"667","Dcun1d5",8,2,"blue"
"668","Dda1",58,2,"blue"
"669","Ddb1",65,2,"blue"
"670","Ddhd1",2,14,"cyan"
"671","Ddost",6,2,"blue"
"672","Ddx17",10,4,"yellow"
"673","DDX19A",11,5,"green"
"674","DDX19B",5,1,"turquoise"
"675","Ddx56",3,12,"tan"
"676","Ddx6",36,1,"turquoise"
"677","Decr1",3,3,"brown"
